Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_C,S_C.1,S_C.2,S_C.3,S_C.4,S_C.5,S_C.6,S_C.7,G_C,G_C.1,G_C.2,G_C.3,G_C.4,G_C.5,G_C.6,G_C.7,U_n.5
2018-2019,SeriaA,Lazio,Ciro Immobile,it ITA,FW,28.0,31.8,133.0,4.19,102.0,0.0,8.0,13.0,10.0,0.0,12.0,0.38,11.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Sergej Milinković-Savić,rs SRB,MF,23.0,26.6,115.0,4.32,92.0,3.0,3.0,13.0,3.0,1.0,8.0,0.3,8.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Marco Parolo,it ITA,MF,33.0,28.5,61.0,2.14,52.0,0.0,2.0,7.0,0.0,0.0,4.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Ștefan Radu,ro ROU,DF,31.0,24.9,31.0,1.24,25.0,2.0,0.0,2.0,2.0,0.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Luis Alberto,es ESP,"MF,FW",25.0,22.1,154.0,6.97,103.0,34.0,4.0,10.0,2.0,1.0,10.0,0.45,4.0,4.0,0.0,2.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Adam Marušić,me MNE,DF,25.0,23.5,47.0,2.0,41.0,1.0,2.0,1.0,2.0,0.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Lucas Leiva,br BRA,MF,31.0,22.1,53.0,2.4,41.0,6.0,0.0,1.0,1.0,4.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Joaquín Correa,ar ARG,"FW,MF",23.0,21.4,125.0,5.84,81.0,5.0,20.0,9.0,10.0,0.0,17.0,0.79,10.0,0.0,2.0,3.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Felipe Caicedo,ec ECU,FW,29.0,15.2,50.0,3.28,33.0,0.0,7.0,2.0,5.0,3.0,8.0,0.52,2.0,0.0,3.0,0.0,1.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Luiz Felipe,it ITA,DF,21.0,14.3,9.0,0.63,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Wallace,br BRA,DF,23.0,13.7,10.0,0.73,7.0,0.0,0.0,1.0,0.0,2.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Milan Badelj,hr CRO,MF,29.0,12.7,32.0,2.52,26.0,2.0,1.0,0.0,2.0,1.0,2.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Patric,es ESP,DF,25.0,12.1,18.0,1.49,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Bastos,ao ANG,DF,27.0,12.7,9.0,0.71,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Rômulo,it ITA,DF,31.0,8.6,19.0,2.2,16.0,3.0,0.0,0.0,0.0,0.0,2.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Danilo Cataldi,it ITA,"MF,FW",23.0,6.4,34.0,5.29,16.0,15.0,0.0,2.0,1.0,0.0,3.0,0.47,1.0,2.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Martín Cáceres,uy URU,DF,31.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Riza Durmisi,dk DEN,DF,24.0,3.6,16.0,4.42,14.0,0.0,0.0,0.0,0.0,2.0,2.0,0.55,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Silvio Proto,be BEL,GK,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Valon Berisha,xk KVX,"MF,FW",25.0,2.2,7.0,3.18,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Jordan Lukaku,be BEL,"DF,MF",24.0,1.9,6.0,3.09,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Guido Guerrieri,it ITA,GK,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Bruno Jordão,pt POR,"MF,DF",19.0,1.0,1.0,1.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Pedro Neto,pt POR,"FW,DF",18.0,0.5,2.0,3.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Nicolò Armini,it ITA,DF,17.0,0.4,1.0,2.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Luan Capanni,br BRA,FW,18.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Alessandro Murgia,it ITA,MF,21.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Squad Total,,,27.9,38.0,1093.0,28.76,834.0,81.0,53.0,64.0,44.0,17.0,89.0,2.34,60.0,7.0,7.0,9.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Opponent Total,,,26.8,38.0,807.0,21.24,589.0,56.0,54.0,50.0,43.0,15.0,73.0,1.92,46.0,5.0,4.0,9.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Fabio Quagliarella,it ITA,FW,35.0,35.5,97.0,2.73,66.0,1.0,3.0,18.0,9.0,0.0,19.0,0.53,15.0,0.0,1.0,3.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Emil Audero,it ITA,GK,21.0,36.0,6.0,0.17,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Nicola Murru,it ITA,DF,23.0,32.6,58.0,1.78,50.0,5.0,1.0,1.0,0.0,1.0,7.0,0.21,6.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Dennis Praet,be BEL,MF,24.0,32.1,94.0,2.93,74.0,7.0,4.0,2.0,5.0,2.0,6.0,0.19,6.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Joachim Andersen,dk DEN,DF,22.0,32.0,27.0,0.84,23.0,1.0,0.0,2.0,0.0,1.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Albin Ekdal,se SWE,MF,29.0,29.4,56.0,1.9,43.0,2.0,4.0,3.0,2.0,2.0,4.0,0.14,1.0,0.0,1.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Karol Linetty,pl POL,MF,23.0,27.9,75.0,2.69,60.0,0.0,2.0,3.0,6.0,4.0,9.0,0.32,8.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Grégoire Defrel,mq MTQ,"FW,MF",27.0,26.0,82.0,3.15,64.0,1.0,4.0,5.0,6.0,2.0,10.0,0.38,7.0,0.0,2.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Bartosz Bereszyński,pl POL,DF,26.0,24.4,33.0,1.35,31.0,1.0,0.0,0.0,1.0,0.0,4.0,0.16,4.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Omar Colley,gm GAM,DF,25.0,19.6,7.0,0.36,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Gastón Ramírez,uy URU,MF,27.0,17.5,61.0,3.48,40.0,14.0,3.0,1.0,3.0,0.0,8.0,0.46,4.0,2.0,1.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Lorenzo Tonelli,it ITA,DF,28.0,18.4,13.0,0.71,11.0,0.0,0.0,1.0,1.0,0.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Jacopo Sala,it ITA,DF,26.0,16.9,38.0,2.25,30.0,2.0,3.0,1.0,1.0,1.0,6.0,0.36,6.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Gianluca Caprari,it ITA,"FW,MF",25.0,11.5,33.0,2.88,18.0,6.0,4.0,0.0,3.0,2.0,5.0,0.44,3.0,0.0,1.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Riccardo Saponara,it ITA,MF,26.0,10.1,51.0,5.08,40.0,2.0,5.0,1.0,2.0,1.0,8.0,0.8,7.0,0.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Édgar Barreto,py PAR,MF,34.0,8.7,18.0,2.06,16.0,2.0,0.0,0.0,0.0,0.0,3.0,0.34,3.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Manolo Gabbiadini,it ITA,FW,26.0,9.0,31.0,3.44,22.0,5.0,1.0,0.0,2.0,1.0,4.0,0.44,3.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Jakub Jankto,cz CZE,MF,22.0,10.7,24.0,2.25,19.0,1.0,0.0,4.0,0.0,0.0,2.0,0.19,1.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Ronaldo Vieira,gw GNB,MF,20.0,6.7,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Alex Ferrari,it ITA,DF,24.0,6.0,3.0,0.5,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Júnior Tavares,br BRA,DF,21.0,2.0,4.0,1.96,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Rafael Cabral,br BRA,GK,28.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Dawid Kownacki,pl POL,FW,21.0,1.9,13.0,6.96,10.0,0.0,1.0,0.0,1.0,1.0,2.0,1.07,1.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Marco Sau,it ITA,"MF,FW",30.0,0.6,1.0,1.64,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.64,0.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Squad Total,,,26.1,38.0,838.0,22.05,642.0,54.0,35.0,44.0,44.0,19.0,104.0,2.74,81.0,2.0,7.0,6.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Opponent Total,,,26.7,38.0,911.0,23.97,647.0,94.0,54.0,51.0,43.0,22.0,86.0,2.26,55.0,4.0,9.0,10.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Łukasz Skorupski,pl POL,GK,27.0,38.0,5.0,0.13,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Danilo Larangeira,br BRA,DF,34.0,34.2,29.0,0.85,23.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Erick Pulgar,cl CHI,MF,24.0,26.2,112.0,4.28,60.0,44.0,1.0,2.0,3.0,2.0,11.0,0.42,7.0,4.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Rodrigo Palacio,ar ARG,FW,36.0,25.9,88.0,3.4,74.0,0.0,6.0,3.0,5.0,0.0,11.0,0.43,8.0,0.0,1.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Federico Santander,py PAR,FW,27.0,22.9,71.0,3.09,56.0,1.0,0.0,10.0,4.0,0.0,4.0,0.17,4.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Mitchell Dijks,nl NED,DF,25.0,22.5,42.0,1.87,30.0,7.0,1.0,0.0,3.0,1.0,2.0,0.09,1.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Andrea Poli,it ITA,MF,28.0,21.5,41.0,1.91,32.0,0.0,3.0,3.0,0.0,3.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Ibrahima Mbaye,sn SEN,DF,23.0,22.3,30.0,1.34,21.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Blerim Džemaili,ch SUI,MF,32.0,19.4,61.0,3.14,46.0,3.0,2.0,3.0,7.0,0.0,7.0,0.36,6.0,1.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Riccardo Orsolini,it ITA,"FW,MF",21.0,21.8,70.0,3.21,34.0,12.0,5.0,7.0,11.0,1.0,8.0,0.37,5.0,3.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Filip Helander,se SWE,DF,25.0,19.0,10.0,0.53,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Roberto Soriano,it ITA,MF,27.0,16.5,54.0,3.27,39.0,1.0,5.0,3.0,3.0,3.0,8.0,0.48,4.0,0.0,1.0,0.0,1.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Arturo Calabresi,it ITA,DF,22.0,15.7,20.0,1.27,19.0,0.0,1.0,0.0,0.0,0.0,2.0,0.13,1.0,0.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Federico Mattiello,it ITA,"DF,FW",23.0,14.8,42.0,2.84,29.0,10.0,3.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Mattias Svanberg,se SWE,MF,19.0,13.1,35.0,2.68,23.0,3.0,3.0,1.0,3.0,2.0,5.0,0.38,4.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Nicola Sansone,it ITA,FW,26.0,12.7,51.0,4.03,35.0,1.0,2.0,5.0,7.0,1.0,8.0,0.63,5.0,1.0,0.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Lyanco,br BRA,DF,21.0,12.4,16.0,1.29,11.0,1.0,4.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Ladislav Krejčí,cz CZE,"DF,MF",26.0,11.8,35.0,2.96,24.0,6.0,0.0,3.0,2.0,0.0,4.0,0.34,4.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Ádám Nagy,hu HUN,MF,23.0,10.8,19.0,1.75,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Giancarlo González,cr CRC,DF,30.0,8.3,3.0,0.36,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Diego Falcinelli,it ITA,FW,27.0,7.8,15.0,1.91,9.0,0.0,0.0,2.0,2.0,2.0,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Sebastien De Maio,fr FRA,DF,31.0,5.5,5.0,0.92,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Mattia Destro,it ITA,FW,27.0,5.5,7.0,1.28,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.37,1.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Simone Edera,it ITA,FW,21.0,2.2,8.0,3.67,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Orji Okwonkwo,ng NGA,FW,20.0,2.9,7.0,2.45,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Godfred Donsah,gh GHA,MF,22.0,1.7,2.0,1.18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Nehuén Paz,ar ARG,DF,25.0,1.3,1.0,0.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Juan Manuel Valencia,co COL,FW,20.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Gabriele Corbo,it ITA,DF,18.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Squad Total,,,27.0,38.0,879.0,23.13,615.0,101.0,40.0,54.0,53.0,16.0,79.0,2.08,57.0,9.0,3.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Opponent Total,,,26.7,38.0,932.0,24.53,701.0,72.0,57.0,55.0,32.0,15.0,93.0,2.45,66.0,7.0,5.0,9.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sassuolo,Andrea Consigli,it ITA,GK,31.0,35.7,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sassuolo,Pol Lirola,es ESP,"DF,MF",20.0,33.1,74.0,2.24,65.0,2.0,3.0,2.0,0.0,2.0,8.0,0.24,7.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sassuolo,Domenico Berardi,it ITA,"FW,MF",23.0,31.9,144.0,4.51,96.0,13.0,12.0,11.0,9.0,3.0,13.0,0.41,8.0,3.0,0.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sassuolo,Gian Marco Ferrari,it ITA,DF,26.0,31.0,26.0,0.84,22.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sassuolo,Rogério,br BRA,"DF,MF",20.0,29.7,34.0,1.15,28.0,4.0,0.0,1.0,1.0,0.0,3.0,0.1,1.0,0.0,0.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sassuolo,Stefano Sensi,it ITA,MF,22.0,21.9,107.0,4.88,75.0,23.0,2.0,2.0,2.0,3.0,7.0,0.32,5.0,1.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sassuolo,Mehdi Bourabia,ma MAR,MF,26.0,22.3,57.0,2.55,45.0,3.0,2.0,7.0,0.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sassuolo,Francesco Magnanelli,it ITA,MF,33.0,20.7,40.0,1.94,38.0,1.0,1.0,0.0,0.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sassuolo,Alfred Duncan,gh GHA,MF,25.0,20.5,63.0,3.07,56.0,0.0,4.0,3.0,0.0,0.0,8.0,0.39,6.0,0.0,1.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sassuolo,Manuel Locatelli,it ITA,MF,20.0,20.5,86.0,4.19,64.0,9.0,2.0,6.0,3.0,2.0,5.0,0.24,2.0,2.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sassuolo,Marlon,br BRA,DF,22.0,16.8,17.0,1.01,15.0,0.0,0.0,1.0,1.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sassuolo,Giangiacomo Magnani,it ITA,DF,22.0,16.8,6.0,0.36,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sassuolo,Khouma Babacar,sn SEN,FW,25.0,16.5,37.0,2.24,24.0,0.0,2.0,9.0,2.0,0.0,10.0,0.6,5.0,0.0,0.0,4.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sassuolo,Filip Đuričić,rs SRB,"FW,MF",26.0,13.9,52.0,3.74,37.0,3.0,2.0,2.0,5.0,3.0,2.0,0.14,1.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
