Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_C,S_C.1,S_C.2,S_C.3,S_C.4,S_C.5,S_C.6,S_C.7,G_C,G_C.1,G_C.2,G_C.3,G_C.4,G_C.5,G_C.6,G_C.7,U_n.5
2017-2018,EPL,Everton,Jordan Pickford,eng ENG,GK,23.0,38.0,6.0,0.16,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Idrissa Gana Gueye,sn SEN,MF,27.0,30.6,49.0,1.6,40.0,0.0,2.0,0.0,3.0,4.0,3.0,0.1,1.0,0.0,0.0,0.0,0.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Michael Keane,eng ENG,DF,24.0,28.4,15.0,0.53,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Wayne Rooney,eng ENG,"MF,FW",31.0,25.2,65.0,2.58,46.0,13.0,0.0,4.0,0.0,2.0,8.0,0.32,5.0,1.0,0.0,2.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Gylfi Sigurðsson,is ISL,"MF,FW",27.0,25.1,78.0,3.11,42.0,25.0,6.0,2.0,2.0,1.0,7.0,0.28,4.0,2.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Morgan Schneiderlin,fr FRA,MF,27.0,23.7,21.0,0.89,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Phil Jagielka,eng ENG,DF,34.0,22.9,10.0,0.44,8.0,0.0,0.0,1.0,0.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Leighton Baines,eng ENG,DF,32.0,21.2,46.0,2.17,35.0,9.0,1.0,0.0,1.0,0.0,4.0,0.19,2.0,1.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Tom Davies,eng ENG,MF,19.0,21.1,34.0,1.61,25.0,3.0,1.0,2.0,3.0,0.0,6.0,0.28,5.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Ashley Williams,wls WAL,DF,32.0,20.4,8.0,0.39,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Cuco Martina,cw CUW,DF,27.0,20.3,28.0,1.38,22.0,2.0,1.0,0.0,2.0,1.0,4.0,0.2,2.0,0.0,1.0,0.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Dominic Calvert-Lewin,eng ENG,FW,20.0,20.9,45.0,2.15,29.0,0.0,3.0,5.0,7.0,1.0,11.0,0.53,6.0,0.0,1.0,2.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Jonjoe Kenny,eng ENG,DF,20.0,17.7,19.0,1.08,15.0,1.0,0.0,2.0,1.0,0.0,4.0,0.23,1.0,0.0,0.0,2.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Mason Holgate,eng ENG,DF,20.0,13.2,16.0,1.22,12.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Theo Walcott,eng ENG,FW,28.0,12.8,37.0,2.89,22.0,1.0,4.0,2.0,8.0,0.0,5.0,0.39,4.0,0.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Séamus Coleman,ie IRL,DF,28.0,11.5,17.0,1.48,12.0,1.0,2.0,1.0,1.0,0.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Cenk Tosun,tr TUR,FW,26.0,11.0,26.0,2.37,22.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Yannick Bolasie,cd COD,FW,28.0,9.5,12.0,1.27,9.0,0.0,0.0,1.0,2.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Oumar Niasse,sn SEN,FW,27.0,12.1,36.0,2.98,23.0,0.0,6.0,3.0,3.0,1.0,9.0,0.75,3.0,0.0,3.0,1.0,1.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Aaron Lennon,eng ENG,"FW,MF",30.0,8.8,14.0,1.59,9.0,0.0,1.0,2.0,2.0,0.0,3.0,0.34,1.0,0.0,0.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Nikola Vlašić,hr CRO,"MF,FW",19.0,6.4,23.0,3.59,20.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Sandro Ramírez,es ESP,"FW,MF",22.0,3.1,6.0,1.94,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.32,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Davy Klaassen,nl NED,"MF,FW",24.0,2.8,4.0,1.43,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,James McCarthy,ie IRL,MF,26.0,2.3,2.0,0.88,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Kevin Mirallas,be BEL,"FW,MF",29.0,1.5,4.0,2.59,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.65,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Eliaquim Mangala,fr FRA,DF,26.0,1.5,1.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Beni Baningime,cd COD,MF,18.0,2.2,3.0,1.36,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Ademola Lookman,ng NGA,"FW,MF",19.0,1.8,2.0,1.13,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.57,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Ramiro Funes Mori,ar ARG,DF,26.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Muhamed Bešić,ba BIH,MF,24.0,0.5,2.0,3.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Squad Total,,,26.7,38.0,629.0,16.55,454.0,59.0,31.0,31.0,42.0,12.0,71.0,1.87,41.0,4.0,8.0,9.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Opponent Total,,,27.0,38.0,950.0,25.0,675.0,87.0,71.0,59.0,42.0,16.0,106.0,2.79,76.0,7.0,11.0,9.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Harry Maguire,eng ENG,DF,24.0,38.0,49.0,1.29,34.0,1.0,7.0,3.0,3.0,1.0,6.0,0.16,6.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Jamie Vardy,eng ENG,FW,30.0,36.1,74.0,2.05,52.0,0.0,7.0,7.0,8.0,0.0,5.0,0.14,2.0,0.0,1.0,0.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Riyad Mahrez,dz ALG,"MF,FW",26.0,32.8,143.0,4.36,84.0,29.0,19.0,8.0,3.0,0.0,23.0,0.7,12.0,5.0,4.0,2.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Kasper Schmeichel,dk DEN,GK,30.0,32.9,4.0,0.12,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Wilfred Ndidi,ng NGA,MF,20.0,32.2,39.0,1.21,35.0,0.0,1.0,2.0,1.0,0.0,8.0,0.25,6.0,0.0,0.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Wes Morgan,jm JAM,DF,33.0,31.3,14.0,0.45,11.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Marc Albrighton,eng ENG,"MF,FW",27.0,28.2,79.0,2.8,51.0,15.0,9.0,1.0,3.0,0.0,11.0,0.39,10.0,1.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Danny Simpson,eng ENG,DF,30.0,25.6,15.0,0.59,11.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Christian Fuchs,at AUT,DF,31.0,21.3,40.0,1.87,21.0,15.0,0.0,3.0,0.0,1.0,4.0,0.19,3.0,1.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Ben Chilwell,eng ENG,DF,20.0,20.6,46.0,2.24,34.0,4.0,3.0,0.0,5.0,0.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Demarai Gray,eng ENG,"MF,FW",21.0,18.9,58.0,3.08,37.0,8.0,4.0,5.0,4.0,0.0,9.0,0.48,6.0,0.0,0.0,1.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Vicente Iborra,es ESP,MF,29.0,15.7,22.0,1.4,19.0,0.0,1.0,2.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Shinji Okazaki,jp JPN,"FW,MF",31.0,14.7,35.0,2.38,25.0,0.0,1.0,3.0,4.0,2.0,5.0,0.34,4.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Matty James,eng ENG,MF,26.0,11.0,10.0,0.91,7.0,0.0,1.0,2.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Adrien Silva,pt POR,MF,28.0,8.5,18.0,2.13,14.0,2.0,0.0,0.0,0.0,2.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Kelechi Iheanacho,ng NGA,"FW,MF",20.0,9.2,32.0,3.47,22.0,0.0,5.0,3.0,2.0,0.0,5.0,0.54,4.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Aleksandar Dragović,at AUT,DF,26.0,8.5,3.0,0.35,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Daniel Amartey,gh GHA,DF,22.0,5.4,2.0,0.37,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.18,0.0,1.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Fousseni Diabaté,ml MLI,"MF,FW",21.0,6.5,24.0,3.68,18.0,0.0,3.0,1.0,2.0,0.0,4.0,0.61,4.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Andy King,wls WAL,MF,28.0,6.0,8.0,1.34,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.17,0.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Hamza Choudhury,eng ENG,"MF,DF",19.0,4.2,2.0,0.48,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Ben Hamer,eng ENG,GK,29.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Islam Slimani,dz ALG,FW,29.0,2.8,9.0,3.25,6.0,1.0,2.0,0.0,0.0,0.0,3.0,1.08,2.0,0.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Eldin Jakupović,ch SUI,GK,32.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Yohan Benalouane,tn TUN,DF,30.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Leonardo Ulloa,ar ARG,FW,31.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Harvey Barnes,eng ENG,"MF,FW",19.0,0.1,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Squad Total,,,27.2,38.0,731.0,19.24,495.0,83.0,63.0,45.0,38.0,7.0,94.0,2.47,68.0,8.0,6.0,5.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Leicester City,Opponent Total,,,26.8,38.0,865.0,22.76,647.0,63.0,62.0,46.0,32.0,15.0,105.0,2.76,71.0,10.0,7.0,9.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Jamaal Lascelles,eng ENG,DF,23.0,32.5,17.0,0.52,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Matt Ritchie,sct SCO,"MF,FW",27.0,31.2,106.0,3.4,63.0,25.0,5.0,6.0,6.0,1.0,8.0,0.26,3.0,4.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,DeAndre Yedlin,us USA,DF,24.0,31.6,55.0,1.74,48.0,4.0,1.0,1.0,1.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Ayoze Pérez,es ESP,"MF,FW",24.0,27.7,85.0,3.07,61.0,0.0,3.0,8.0,9.0,4.0,10.0,0.36,7.0,0.0,0.0,3.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Jonjo Shelvey,eng ENG,MF,25.0,25.2,82.0,3.25,57.0,18.0,3.0,3.0,0.0,1.0,7.0,0.28,4.0,2.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Florian Lejeune,fr FRA,DF,26.0,23.4,19.0,0.81,15.0,0.0,1.0,1.0,1.0,1.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Mohamed Diamé,sn SEN,MF,30.0,22.7,39.0,1.72,26.0,0.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Dwight Gayle,eng ENG,FW,26.0,21.8,47.0,2.16,36.0,0.0,1.0,6.0,4.0,0.0,6.0,0.28,5.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Javier Manquillo,es ESP,DF,23.0,19.5,27.0,1.38,18.0,5.0,1.0,1.0,2.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Christian Atsu,gh GHA,"FW,MF",25.0,19.8,54.0,2.72,38.0,1.0,8.0,1.0,5.0,1.0,6.0,0.3,3.0,0.0,1.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Ciaran Clark,ie IRL,DF,27.0,19.4,14.0,0.72,10.0,2.0,0.0,0.0,1.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Joselu,es ESP,FW,27.0,19.0,40.0,2.1,33.0,0.0,1.0,2.0,4.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Paul Dummett,wls WAL,DF,25.0,17.8,13.0,0.73,12.0,0.0,0.0,1.0,0.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Rob Elliot,ie IRL,GK,31.0,16.0,2.0,0.12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Isaac Hayden,eng ENG,MF,22.0,15.3,28.0,1.83,22.0,0.0,2.0,2.0,0.0,2.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Mikel Merino,es ESP,MF,21.0,15.0,47.0,3.14,41.0,1.0,0.0,2.0,1.0,2.0,4.0,0.27,3.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Jacob Murphy,eng ENG,"MF,FW",22.0,12.8,28.0,2.2,18.0,1.0,4.0,3.0,2.0,0.0,3.0,0.24,2.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Kenedy,br BRA,"MF,DF",21.0,11.4,38.0,3.34,20.0,7.0,5.0,3.0,2.0,1.0,3.0,0.26,1.0,1.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Martin Dúbravka,sk SVK,GK,28.0,12.0,3.0,0.25,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Karl Darlow,eng ENG,GK,26.0,10.0,3.0,0.3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Chancel Mbemba,cd COD,DF,22.0,7.5,12.0,1.61,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Rolando Aarons,eng ENG,"MF,FW",21.0,1.5,1.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Islam Slimani,dz ALG,FW,29.0,1.5,8.0,5.45,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.68,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Jesús Gámez,es ESP,DF,32.0,1.1,7.0,6.43,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.92,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Henri Saivet,sn SEN,MF,26.0,0.9,1.0,1.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Aleksandar Mitrović,rs SRB,FW,22.0,1.1,5.0,4.79,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.96,0.0,0.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Massadio Haïdara,ml MLI,FW,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Squad Total,,,25.6,38.0,781.0,20.55,561.0,72.0,45.0,44.0,39.0,20.0,63.0,1.66,43.0,7.0,2.0,10.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Newcastle Utd,Opponent Total,,,26.9,38.0,858.0,22.58,628.0,77.0,58.0,47.0,36.0,12.0,81.0,2.13,63.0,2.0,5.0,6.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Crystal Palace,Andros Townsend,eng ENG,"FW,MF",26.0,34.7,138.0,3.98,80.0,20.0,16.0,7.0,10.0,5.0,11.0,0.32,8.0,1.0,0.0,0.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Crystal Palace,Luka Milivojević,rs SRB,MF,26.0,34.2,58.0,1.69,41.0,8.0,0.0,3.0,3.0,3.0,5.0,0.15,4.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Crystal Palace,Wilfried Zaha,ci CIV,"FW,MF",24.0,28.3,139.0,4.91,79.0,0.0,35.0,6.0,17.0,2.0,14.0,0.49,9.0,0.0,3.0,0.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Crystal Palace,Yohan Cabaye,fr FRA,MF,31.0,26.4,84.0,3.18,37.0,34.0,2.0,3.0,5.0,3.0,6.0,0.23,3.0,1.0,0.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Crystal Palace,James McArthur,sct SCO,MF,29.0,27.0,53.0,1.96,47.0,0.0,1.0,4.0,1.0,0.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Crystal Palace,Wayne Hennessey,wls WAL,GK,30.0,27.0,5.0,0.19,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Crystal Palace,James Tomkins,eng ENG,DF,28.0,26.5,7.0,0.26,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Crystal Palace,Patrick van Aanholt,nl NED,DF,26.0,24.3,46.0,1.9,24.0,12.0,6.0,2.0,1.0,1.0,4.0,0.16,2.0,0.0,2.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Crystal Palace,Christian Benteke,be BEL,FW,26.0,24.9,68.0,2.73,43.0,0.0,5.0,12.0,8.0,0.0,13.0,0.52,8.0,0.0,1.0,1.0,3.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Crystal Palace,Ruben Loftus-Cheek,eng ENG,MF,21.0,20.8,73.0,3.51,48.0,0.0,12.0,3.0,8.0,2.0,8.0,0.38,5.0,0.0,1.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
