Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2021-2022,LaLiga,Atlético Madrid,Yannick Carrasco,be BEL,"FW,MF",27.0,28.7,947.0,1253.0,75.6,12875.0,4031.0,589.0,665.0,88.6,232.0,306.0,75.8,61.0,145.0,42.1,6.0,7.0,6.9,-1.0,54.0,38.0,43.0,10.0,84.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Stefan Savić,me MNE,DF,30.0,27.1,1139.0,1388.0,82.1,22371.0,7359.0,396.0,449.0,88.2,568.0,623.0,91.2,155.0,268.0,57.8,0.0,0.1,0.2,-0.1,3.0,62.0,1.0,0.0,74.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Rodrigo De Paul,ar ARG,MF,27.0,23.9,1106.0,1407.0,78.6,20406.0,6700.0,495.0,551.0,89.8,379.0,454.0,83.5,177.0,290.0,61.0,1.0,4.6,4.8,-3.6,49.0,132.0,40.0,10.0,162.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,José María Giménez,uy URU,DF,26.0,22.7,820.0,929.0,88.3,16202.0,5701.0,268.0,285.0,94.0,429.0,466.0,92.1,100.0,144.0,69.4,1.0,0.9,0.2,0.1,5.0,36.0,0.0,0.0,44.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Geoffrey Kondogbia,cf CTA,"MF,DF",28.0,20.9,854.0,999.0,85.5,14466.0,4061.0,413.0,459.0,90.0,305.0,345.0,88.4,92.0,123.0,74.8,2.0,0.9,0.7,1.1,11.0,65.0,10.0,0.0,76.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Mario Hermoso,es ESP,DF,26.0,20.7,1115.0,1297.0,86.0,20339.0,7153.0,502.0,542.0,92.6,447.0,491.0,91.0,139.0,209.0,66.5,1.0,0.8,0.7,0.2,9.0,82.0,13.0,5.0,123.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Ángel Correa,ar ARG,"FW,MF",26.0,20.6,465.0,638.0,72.9,5631.0,1250.0,300.0,353.0,85.0,97.0,146.0,66.4,17.0,42.0,40.5,5.0,3.7,3.7,1.3,25.0,29.0,15.0,1.0,65.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Antoine Griezmann,fr FRA,"FW,MF",30.0,18.8,544.0,704.0,77.3,7532.0,1658.0,315.0,373.0,84.5,143.0,186.0,76.9,35.0,61.0,57.4,4.0,3.1,3.0,0.9,26.0,38.0,12.0,0.0,53.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Luis Suárez,uy URU,FW,34.0,20.4,363.0,502.0,72.3,5049.0,895.0,213.0,276.0,77.2,90.0,112.0,80.4,27.0,41.0,65.9,2.0,1.3,1.2,0.7,15.0,24.0,13.0,1.0,40.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Thomas Lemar,fr FRA,MF,25.0,16.0,621.0,791.0,78.5,9420.0,2948.0,330.0,379.0,87.1,189.0,231.0,81.8,58.0,105.0,55.2,5.0,3.3,3.7,1.7,31.0,48.0,39.0,14.0,95.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Felipe,br BRA,DF,32.0,16.7,632.0,780.0,81.0,11329.0,4090.0,260.0,297.0,87.5,298.0,333.0,89.5,60.0,114.0,52.6,1.0,0.4,0.6,0.6,5.0,21.0,1.0,0.0,32.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Reinildo Mandava,mz MOZ,DF,27.0,14.4,559.0,688.0,81.3,8156.0,3401.0,310.0,338.0,91.7,194.0,238.0,81.5,24.0,62.0,38.7,0.0,0.1,0.2,-0.1,3.0,26.0,4.0,0.0,43.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,João Félix,pt POR,"FW,MF",21.0,14.0,325.0,451.0,72.1,4630.0,1355.0,196.0,234.0,83.8,66.0,96.0,68.8,30.0,56.0,53.6,4.0,4.7,2.6,-0.7,19.0,32.0,23.0,1.0,49.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Renan Lodi,br BRA,DF,23.0,13.1,485.0,625.0,77.6,7099.0,1760.0,279.0,316.0,88.3,166.0,207.0,80.2,19.0,52.0,36.5,2.0,1.8,2.1,0.2,11.0,16.0,9.0,3.0,32.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Kieran Trippier,eng ENG,"DF,FW",30.0,10.8,607.0,780.0,77.8,10394.0,4042.0,295.0,325.0,90.8,216.0,279.0,77.4,74.0,129.0,57.4,0.0,0.3,0.9,-0.3,7.0,39.0,24.0,2.0,80.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Šime Vrsaljko,hr CRO,DF,29.0,10.2,436.0,601.0,72.5,6434.0,2426.0,252.0,290.0,86.9,132.0,196.0,67.3,27.0,64.0,42.2,2.0,0.5,0.7,1.5,3.0,22.0,6.0,4.0,45.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Matheus Cunha,br BRA,FW,22.0,11.8,151.0,216.0,69.9,1989.0,457.0,89.0,109.0,81.7,38.0,55.0,69.1,9.0,13.0,69.2,4.0,2.2,1.7,1.8,8.0,8.0,8.0,0.0,20.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Héctor Herrera,mx MEX,MF,31.0,9.5,560.0,668.0,83.8,9068.0,2884.0,274.0,299.0,91.6,192.0,236.0,81.4,60.0,82.0,73.2,0.0,0.5,0.8,-0.5,10.0,52.0,7.0,2.0,60.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Saúl Ñíguez,es ESP,"FW,MF",26.0,2.2,95.0,117.0,81.2,1377.0,316.0,54.0,61.0,88.5,26.0,33.0,78.8,9.0,14.0,64.3,1.0,0.1,0.0,0.9,1.0,3.0,0.0,0.0,5.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Javier Serrano,es ESP,MF,18.0,0.8,30.0,38.0,78.9,439.0,89.0,15.0,17.0,88.2,8.0,12.0,66.7,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Daniel Wass,dk DEN,"DF,FW",32.0,0.5,20.0,28.0,71.4,254.0,70.0,15.0,18.0,83.3,4.0,7.0,57.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Carlos Martín,es ESP,DF,19.0,0.1,1.0,2.0,50.0,16.0,0.0,0.0,0.0,,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Giuliano Simeone,ar ARG,MF,18.0,0.0,1.0,3.0,33.3,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Squad Total,,,28.1,38.0,15076.0,19098.0,78.9,253140.0,88718.0,7378.0,8289.0,89.0,5269.0,6266.0,84.1,1640.0,3060.0,53.6,45.0,40.2,39.6,4.8,347.0,989.0,325.0,66.0,1463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Opponent Total,,,27.6,38.0,14882.0,18803.0,79.1,269373.0,93187.0,6571.0,7450.0,88.2,6101.0,7135.0,85.5,1763.0,3155.0,55.9,28.0,20.8,21.6,7.2,250.0,1068.0,187.0,47.0,1320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Diego Carlos,br BRA,DF,28.0,32.9,1916.0,2195.0,87.3,41010.0,14893.0,517.0,563.0,91.8,1082.0,1126.0,96.1,294.0,460.0,63.9,0.0,0.2,1.0,-0.2,4.0,92.0,8.0,1.0,99.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Yassine Bounou,ma MAR,GK,30.0,31.0,819.0,1072.0,76.4,23163.0,13690.0,114.0,114.0,100.0,437.0,444.0,98.4,267.0,510.0,52.4,2.0,0.6,0.0,1.4,2.0,10.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Jules Koundé,fr FRA,DF,22.0,30.4,1894.0,2153.0,88.0,34950.0,12876.0,758.0,821.0,92.3,887.0,955.0,92.9,218.0,319.0,68.3,1.0,2.3,2.2,-1.3,17.0,121.0,13.0,5.0,168.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Joan Jordán,es ESP,MF,27.0,27.9,1601.0,1833.0,87.3,29338.0,7166.0,698.0,766.0,91.1,658.0,725.0,90.8,199.0,254.0,78.3,1.0,1.6,2.1,-0.6,24.0,158.0,19.0,2.0,170.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Marcos Acuña,ar ARG,DF,29.0,25.1,1543.0,1963.0,78.6,29328.0,10206.0,662.0,722.0,91.7,640.0,767.0,83.4,219.0,392.0,55.9,3.0,2.9,4.1,0.1,43.0,115.0,43.0,27.0,131.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Ivan Rakitić,hr CRO,MF,33.0,24.2,1380.0,1660.0,83.1,25864.0,6846.0,595.0,652.0,91.3,564.0,634.0,89.0,186.0,290.0,64.1,6.0,2.6,3.3,3.4,41.0,123.0,13.0,4.0,160.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Lucas Ocampos,ar ARG,FW,27.0,23.6,656.0,864.0,75.9,10650.0,2399.0,350.0,393.0,89.1,241.0,304.0,79.3,51.0,106.0,48.1,4.0,1.9,2.5,2.1,18.0,31.0,18.0,6.0,80.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Fernando,br BRA,"MF,DF",34.0,20.6,1115.0,1253.0,89.0,22507.0,6147.0,376.0,416.0,90.4,564.0,587.0,96.1,163.0,214.0,76.2,1.0,0.4,0.4,0.6,6.0,82.0,4.0,0.0,86.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Jesús Navas,es ESP,DF,35.0,19.8,1095.0,1413.0,77.5,19200.0,6116.0,548.0,605.0,90.6,387.0,494.0,78.3,134.0,244.0,54.9,3.0,4.6,3.4,-1.6,35.0,68.0,51.0,23.0,117.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Papu Gómez,ar ARG,"FW,MF",33.0,19.8,832.0,971.0,85.7,14139.0,3348.0,429.0,460.0,93.3,295.0,340.0,86.8,84.0,129.0,65.1,1.0,1.9,2.9,-0.9,23.0,72.0,28.0,12.0,105.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Rafa Mir,es ESP,FW,24.0,20.1,234.0,353.0,66.3,3392.0,400.0,142.0,188.0,75.5,74.0,111.0,66.7,9.0,16.0,56.3,0.0,0.3,0.4,-0.3,7.0,12.0,5.0,2.0,16.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Thomas Delaney,dk DEN,MF,29.0,17.2,619.0,810.0,76.4,10807.0,2947.0,277.0,326.0,85.0,256.0,313.0,81.8,65.0,122.0,53.3,1.0,0.8,0.9,0.2,10.0,52.0,7.0,1.0,64.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Youssef En-Nesyri,ma MAR,FW,24.0,14.2,122.0,191.0,63.9,1764.0,263.0,69.0,97.0,71.1,34.0,54.0,63.0,9.0,16.0,56.3,1.0,1.2,0.7,-0.2,6.0,7.0,3.0,0.0,14.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Gonzalo Montiel,ar ARG,DF,24.0,11.8,524.0,684.0,76.6,8418.0,2766.0,257.0,297.0,86.5,223.0,271.0,82.3,30.0,69.0,43.5,2.0,1.9,1.1,0.1,11.0,33.0,11.0,5.0,43.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Jesús Corona,mx MEX,"FW,DF",28.0,12.9,466.0,603.0,77.3,7149.0,1472.0,250.0,284.0,88.0,160.0,198.0,80.8,31.0,67.0,46.3,4.0,3.1,2.1,0.9,26.0,23.0,16.0,6.0,54.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Karim Rekik,nl NED,DF,26.0,12.2,693.0,777.0,89.2,11834.0,3731.0,294.0,316.0,93.0,349.0,376.0,92.8,39.0,62.0,62.9,2.0,0.4,0.5,1.6,5.0,33.0,5.0,1.0,30.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Óliver Torres,es ESP,"MF,FW",26.0,11.2,523.0,656.0,79.7,9467.0,2636.0,259.0,291.0,89.0,168.0,202.0,83.2,81.0,128.0,63.3,3.0,1.4,1.7,1.6,12.0,67.0,11.0,4.0,76.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Érik Lamela,ar ARG,"FW,MF",29.0,11.3,410.0,487.0,84.2,5862.0,1242.0,231.0,261.0,88.5,132.0,149.0,88.6,22.0,27.0,81.5,2.0,1.7,1.8,0.3,21.0,25.0,14.0,0.0,62.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Nemanja Gudelj,rs SRB,"DF,MF",29.0,11.6,602.0,675.0,89.2,10848.0,3055.0,235.0,254.0,92.5,308.0,331.0,93.1,47.0,68.0,69.1,0.0,0.1,0.2,-0.1,2.0,27.0,0.0,0.0,20.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Ludwig Augustinsson,se SWE,"DF,FW",27.0,8.8,437.0,551.0,79.3,6682.0,2082.0,247.0,269.0,91.8,148.0,175.0,84.6,29.0,79.0,36.7,1.0,0.8,0.6,0.2,9.0,16.0,8.0,6.0,19.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Anthony Martial,fr FRA,"FW,MF",25.0,5.4,129.0,158.0,81.6,1757.0,260.0,76.0,91.0,83.5,32.0,36.0,88.9,7.0,9.0,77.8,1.0,0.1,0.2,0.9,2.0,6.0,4.0,1.0,11.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Marko Dmitrović,rs SRB,GK,29.0,6.0,186.0,224.0,83.0,4797.0,2735.0,31.0,31.0,100.0,111.0,111.0,100.0,43.0,81.0,53.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Suso,es ESP,FW,27.0,4.3,140.0,184.0,76.1,2081.0,460.0,76.0,86.0,88.4,52.0,66.0,78.8,5.0,17.0,29.4,1.0,0.2,0.5,0.8,4.0,7.0,10.0,2.0,18.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Munir El Haddadi,ma MAR,"FW,MF",25.0,5.3,102.0,133.0,76.7,1521.0,317.0,56.0,63.0,88.9,34.0,44.0,77.3,5.0,8.0,62.5,0.0,0.6,0.4,-0.6,7.0,4.0,6.0,2.0,15.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Óscar Rodríguez Arnaiz,es ESP,"FW,MF",23.0,4.6,168.0,214.0,78.5,2815.0,717.0,95.0,108.0,88.0,49.0,62.0,79.0,20.0,33.0,60.6,0.0,0.8,0.7,-0.8,5.0,13.0,4.0,2.0,22.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Iván Romero,es ESP,FW,20.0,2.0,28.0,34.0,82.4,426.0,53.0,10.0,12.0,83.3,15.0,16.0,93.8,1.0,1.0,100.0,0.0,0.0,0.2,0.0,0.0,3.0,1.0,0.0,4.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Oussama Idrissi,ma MAR,"MF,FW",25.0,1.4,39.0,51.0,76.5,671.0,73.0,17.0,21.0,81.0,18.0,23.0,78.3,3.0,3.0,100.0,0.0,0.1,0.1,-0.1,1.0,0.0,1.0,0.0,5.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Javier Díaz,es ESP,GK,24.0,1.0,28.0,34.0,82.4,734.0,459.0,6.0,6.0,100.0,13.0,14.0,92.9,9.0,14.0,64.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Carmona,es ESP,DF,19.0,0.3,7.0,13.0,53.8,148.0,51.0,2.0,5.0,40.0,3.0,5.0,60.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Luismi,es ESP,"FW,MF",20.0,0.1,3.0,7.0,42.9,42.0,33.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Pedro Ortiz,es ESP,MF,20.0,0.1,14.0,14.0,100.0,266.0,72.0,7.0,7.0,100.0,5.0,5.0,100.0,2.0,2.0,100.0,0.0,0.5,0.3,-0.5,1.0,2.0,1.0,0.0,5.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Juan Sánchez,es ESP,,17.0,0.1,,,,,,,,,,,,,,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Valentino Scotta,es ESP,DF,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Squad Total,,,28.6,38.0,18327.0,22234.0,82.4,341688.0,109518.0,7686.0,8529.0,90.1,7941.0,8940.0,88.8,2275.0,3745.0,60.7,40.0,32.5,34.6,7.5,342.0,1207.0,305.0,112.0,1596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Sevilla,Opponent Total,,,27.8,38.0,11300.0,15095.0,74.9,204753.0,79517.0,5021.0,5924.0,84.8,4475.0,5445.0,82.2,1367.0,2778.0,49.2,19.0,25.0,29.4,-6.0,298.0,900.0,239.0,67.0,1182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Betis,Nabil Fekir,fr FRA,MF,28.0,31.0,1207.0,1507.0,80.1,18541.0,6012.0,683.0,742.0,92.0,332.0,411.0,80.8,119.0,230.0,51.7,8.0,7.0,6.9,1.0,84.0,117.0,43.0,10.0,171.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Betis,Sergio Canales,es ESP,"FW,MF",30.0,31.0,1551.0,1878.0,82.6,25591.0,6640.0,771.0,867.0,88.9,554.0,633.0,87.5,154.0,250.0,61.6,8.0,5.6,5.9,2.4,65.0,145.0,56.0,5.0,238.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Betis,Guido Rodríguez,ar ARG,MF,27.0,28.1,1245.0,1458.0,85.4,21543.0,7291.0,598.0,673.0,88.9,484.0,534.0,90.6,127.0,180.0,70.6,2.0,0.5,1.0,1.5,14.0,112.0,9.0,1.0,123.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Betis,Álex Moreno,es ESP,DF,28.0,26.7,1016.0,1389.0,73.1,15298.0,6008.0,572.0,671.0,85.2,362.0,488.0,74.2,51.0,148.0,34.5,3.0,1.9,2.0,1.1,21.0,70.0,24.0,9.0,97.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Betis,Juanmi,es ESP,FW,28.0,23.7,393.0,502.0,78.3,5738.0,1356.0,227.0,269.0,84.4,128.0,151.0,84.8,23.0,41.0,56.1,4.0,2.9,1.3,1.1,19.0,22.0,11.0,1.0,38.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Betis,Marc Bartra,es ESP,DF,30.0,22.1,926.0,1131.0,81.9,18444.0,7345.0,302.0,328.0,92.1,521.0,573.0,90.9,96.0,208.0,46.2,0.0,0.1,0.3,-0.1,4.0,63.0,2.0,0.0,59.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Betis,Germán Pezzella,ar ARG,DF,30.0,22.1,898.0,1032.0,87.0,16554.0,5563.0,300.0,330.0,90.9,530.0,567.0,93.5,60.0,112.0,53.6,0.0,0.0,0.2,0.0,0.0,20.0,3.0,0.0,22.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Betis,Héctor Bellerín,es ESP,DF,26.0,22.0,804.0,1048.0,76.7,12134.0,4764.0,433.0,509.0,85.1,300.0,383.0,78.3,44.0,89.0,49.4,2.0,2.1,3.0,-0.1,26.0,49.0,20.0,7.0,75.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Betis,Rui Silva,pt POR,GK,27.0,21.8,524.0,735.0,71.3,14281.0,9815.0,88.0,89.0,98.9,260.0,266.0,97.7,174.0,375.0,46.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Betis,William Carvalho,pt POR,MF,29.0,20.1,1157.0,1321.0,87.6,19636.0,5794.0,592.0,643.0,92.1,432.0,485.0,89.1,110.0,141.0,78.0,3.0,1.5,1.4,1.5,22.0,134.0,24.0,0.0,163.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
